student_id,first_name,last_name,email,phone,date_of_birth,gender,nationality,home_country,home_city,native_language,current_gpa,previous_education_level,field_of_study,institution_type,standardized_test_score,academic_achievements,research_experience,family_income_bracket,financial_aid_needed,tuition_budget,living_expense_budget,has_scholarship,financial_support_source,intended_career_field,career_importance_score,job_market_priority,entrepreneurship_interest,research_interest,industry_preference,preferred_destinations,language_barrier_concern,cultural_adaptation_confidence,visa_processing_importance,post_study_work_priority,permanent_residence_interest,family_influence_score,peer_influence_score,consultant_influence_score,university_ranking_importance,cost_sensitivity_score,safety_importance_score,risk_tolerance_score,decision_making_style,information_seeking_behavior,technology_comfort_level,social_network_size,adaptability_score,applications_submitted,acceptances_received,final_destination_country,final_university_tier,application_success_rate,decision_satisfaction_score,consultation_sessions,information_search_hours,application_preparation_time,decision_timeline_days,stress_level_score,confidence_level_score
483,Michael,Griffith,sdelgado@example.com,(223)390-7654,1996-12-11,Female,Egypt,Egypt,Adambury,English,3.93,High School,Chemistry,Public,1346,6,True,"$25,000-$50,000",True,48672,10967,False,Mixed Sources,Healthcare,9,1,3,5,Academia,Japan,9,10,7,6,7,6,9,4,5,5,6,7,Optimistic,Peer-Influenced,3,10,6,5,0,,,0.0,4,8,167,283,83,6,7
484,Eric,Davis,annwilliams@example.net,(543)795-3053,1999-11-16,Male,India,India,Josephville,Persian,2.94,Diploma,Law,International,289,4,True,"<$10,000",True,27893,19577,False,Scholarship,Media,2,6,6,4,Technology,"USA,UK,France",4,1,2,8,6,4,2,7,8,2,6,7,Analytical,Technology-Assisted,9,8,10,3,2,USA,Tier 3 (Top 200),66.7,5,3,55,160,339,2,4
485,Dennis,Miles,paul09@example.org,+1-608-669-3021x3989,1999-07-20,Other,Egypt,Egypt,East Marissabury,Spanish,2.58,Bachelor's,Nursing,International,287,2,True,">$100,000",False,43490,17841,True,Employer Sponsorship,Legal,7,10,6,7,Government,"Netherlands,France",7,2,9,4,4,4,6,10,8,5,9,8,Optimistic,Extensive Research,6,8,1,5,1,France,Tier 2 (Top 100),20.0,1,12,187,274,515,2,9
486,Katherine,Ross,hsanders@example.com,501.586.1088x1125,2004-02-20,Male,Bangladesh,Bangladesh,Angelaville,English,3.54,Master's,Economics,Public,310,6,True,"$10,000-$25,000",False,33946,16489,True,Mixed Sources,Technology,3,9,3,9,Finance,"France,Australia",3,7,8,7,5,10,10,3,5,3,8,8,Decisive,Peer-Influenced,4,9,6,5,0,,,0.0,3,3,71,123,52,10,2
487,Brenda,Williams,jimharris@example.org,(439)268-7080x227,2004-03-23,Male,Brazil,Brazil,Greenfurt,Persian,3.24,Master's,Electrical Engineering,Private,1502,3,True,"<$10,000",False,36718,18521,True,Government Funding,Legal,2,6,9,1,Government,"Japan,France,Canada",7,1,8,6,7,7,10,10,10,2,4,9,Decisive,Consultant-Dependent,1,1,7,7,3,Japan,Tier 4 (Below 200),42.9,8,4,182,109,218,7,3
488,Lisa,Smith,matthew90@example.net,001-299-462-4021x1085,2000-04-23,Female,India,India,Lake Saraburgh,Mandarin,3.89,High School,Engineering,Public,293,6,True,"$10,000-$25,000",False,67269,9132,False,Personal Savings,Consulting,10,6,7,5,Government,"New Zealand,Switzerland",5,3,5,2,2,1,8,5,1,3,8,5,Analytical,Multiple-Source,8,6,9,5,3,Switzerland,Tier 2 (Top 100),60.0,1,8,117,100,410,10,1
489,Anna,Burns,ojackson@example.com,(505)452-0046x4795,1998-04-19,Female,South Korea,South Korea,Dennisburgh,Bengali,2.9,Master's,Medicine,International,321,8,True,"$75,000-$100,000",True,79286,23872,True,Scholarship,Energy,10,9,10,5,Academia,"New Zealand,UK,Germany",10,9,7,1,6,10,10,6,6,1,5,10,Decisive,Peer-Influenced,7,7,5,6,1,New Zealand,Tier 2 (Top 100),16.7,2,3,200,143,634,5,7
490,John,White,ibullock@example.com,(763)513-9943x0949,2002-10-18,Male,India,India,Knightfurt,Mandarin,2.51,Diploma,Architecture,Private,1550,1,True,">$100,000",True,24009,14327,False,Employer Sponsorship,Legal,10,9,6,7,Finance,"Sweden,Germany,Canada",3,6,7,8,8,9,8,2,9,9,9,3,Collaborative,Family-Guided,8,9,9,10,0,,,0.0,5,6,178,309,327,2,7
491,Matthew,Duarte,stephanie13@example.org,670.773.2436,1998-06-22,Other,Ghana,Ghana,Mercermouth,Turkish,3.3,Diploma,Computer Science,Private,297,5,False,">$100,000",False,48771,22037,False,Scholarship,Manufacturing,8,10,6,6,Government,"New Zealand,Netherlands,Australia",9,4,1,10,6,8,3,4,7,2,1,9,Analytical,Peer-Influenced,7,2,7,9,2,Australia,Tier 4 (Below 200),22.2,9,1,35,244,360,6,6
492,Jason,Alvarado,sara81@example.org,001-213-320-6387x8154,2004-07-26,Male,Kenya,Kenya,Annettemouth,Vietnamese,3.21,Bachelor's,Law,Public,1203,5,False,"$75,000-$100,000",False,37123,21596,True,Personal Savings,Media,9,3,2,8,Technology,"Singapore,USA,France",2,7,7,6,4,5,6,2,3,3,5,5,Flexible,Consultant-Dependent,9,10,10,10,4,France,Tier 4 (Below 200),40.0,1,1,46,133,236,9,7
493,Katelyn,Smith,rachelgross@example.org,503.664.0112,2004-05-23,Female,China,China,Nancyton,German,3.82,Master's,Biotechnology,Public,1337,7,True,"$75,000-$100,000",False,18982,13680,False,Mixed Sources,Technology,6,1,7,8,Finance,"USA,New Zealand",5,2,4,5,9,10,1,10,7,2,10,8,Pragmatic,Minimal Research,3,5,6,5,4,New Zealand,Tier 1 (Top 50),80.0,5,5,38,137,401,7,10
494,Jonathan,Watkins,robinsonruben@example.net,001-208-860-7945,1997-11-16,Male,Mexico,Mexico,East Nicholas,Urdu,3.25,High School,Computer Science,Private,294,7,False,"$25,000-$50,000",True,24198,22162,False,Family Savings,Technology,3,10,5,2,Academia,"Germany,Canada,USA",4,2,6,9,7,10,3,6,9,5,10,1,Pragmatic,Family-Guided,5,3,1,6,0,,,0.0,3,10,200,255,710,8,8
495,Dylan,Ochoa,angelamitchell@example.org,001-955-815-5909x864,2002-07-24,Other,Thailand,Thailand,West David,Urdu,3.58,Master's,Electrical Engineering,International,1456,2,False,"$25,000-$50,000",False,60634,24852,True,Government Funding,Media,5,2,6,6,Academia,"Canada,Australia,Singapore,Japan",7,1,6,9,5,7,10,5,3,8,7,8,Flexible,Family-Guided,2,8,4,3,3,Canada,Tier 1 (Top 50),100.0,8,7,56,332,248,2,6
496,Kimberly,Nguyen,rothalexis@example.com,(690)202-7404,1998-01-28,Female,Philippines,Philippines,Katherineburgh,Portuguese,3.39,Master's,Mathematics,International,1415,8,True,"$10,000-$25,000",False,62509,12732,True,Mixed Sources,Engineering,8,2,8,4,Government,"New Zealand,Switzerland,Japan,USA",3,3,4,8,9,10,1,1,7,6,5,9,Pragmatic,Extensive Research,9,5,8,10,5,USA,Tier 3 (Top 200),50.0,6,12,76,66,672,8,7
497,Wesley,Perez,munozjustin@example.com,838-396-1968x3033,2001-09-14,Male,Egypt,Egypt,Ericbury,Vietnamese,2.6,High School,International Relations,Public,283,0,False,"$75,000-$100,000",False,25986,21270,True,Government Funding,Legal,9,4,7,10,Technology,"Switzerland,Japan,Sweden",7,4,9,1,2,3,1,8,7,2,3,4,Optimistic,Consultant-Dependent,3,2,10,3,2,Sweden,Tier 4 (Below 200),66.7,2,12,32,310,589,2,3
498,Kayla,Velez,mmyers@example.org,398.873.0386,2000-07-01,Male,Egypt,Egypt,Andresport,Mandarin,2.7,Master's,Law,International,289,5,False,"$75,000-$100,000",True,29673,17007,True,Scholarship,Real Estate,9,7,3,2,Academia,"New Zealand,Sweden,USA",4,6,1,7,8,8,6,8,9,10,7,9,Decisive,Family-Guided,6,6,8,3,3,Sweden,Tier 3 (Top 200),100.0,6,8,70,81,204,4,2
499,Lisa,Bruce,christopher11@example.net,5622974089,1997-09-20,Other,Ethiopia,Ethiopia,Vangmouth,Russian,3.27,High School,Engineering,International,297,4,False,"$25,000-$50,000",False,79346,24682,False,Government Funding,Non-profit,4,2,9,5,Finance,Germany,2,5,8,1,7,2,3,4,6,1,4,7,Pragmatic,Consultant-Dependent,6,7,9,12,1,Germany,Tier 1 (Top 50),8.3,3,12,19,328,684,8,8
500,Candice,Roth,ibrown@example.net,455.436.7174x1623,1997-07-28,Female,Brazil,Brazil,Cruzborough,Bengali,2.54,Diploma,Architecture,Public,294,3,True,"$25,000-$50,000",True,19351,22155,False,Family Savings,Engineering,3,10,7,6,Technology,"Sweden,Australia,Japan",9,4,2,6,9,10,8,6,8,3,10,3,Pragmatic,Family-Guided,2,9,7,11,3,Japan,Tier 3 (Top 200),27.3,5,12,19,99,608,2,6
501,Kelly,Walker,jacqueline16@example.org,(513)322-7557x635,1996-08-07,Female,Kenya,Kenya,North Kendra,Russian,3.31,Diploma,Computer Science,Private,331,4,False,"$50,000-$75,000",True,34653,17556,False,Personal Savings,Media,7,8,1,10,Finance,"Netherlands,Canada,UK",6,10,6,9,9,5,2,8,5,10,2,7,Intuitive,Minimal Research,1,6,1,5,1,Netherlands,Tier 3 (Top 200),20.0,2,2,141,78,444,10,9
502,Madison,May,oalvarez@example.com,(333)754-0280x4275,1999-07-27,Male,South Korea,South Korea,South Samanthastad,Russian,2.93,Master's,Pharmacy,Private,288,9,True,"$50,000-$75,000",False,58544,15909,True,Educational Loan,Engineering,1,3,8,7,Academia,"Singapore,France,USA,Netherlands",3,2,9,4,4,7,7,8,8,2,10,7,Optimistic,Multiple-Source,7,2,1,5,2,France,Tier 2 (Top 100),40.0,3,12,110,153,314,3,1
503,Christopher,Rosales,cstewart@example.net,(403)513-9891x129,1999-11-20,Female,Vietnam,Vietnam,Lake Paula,Dutch,3.43,Diploma,Electrical Engineering,International,1442,5,False,"<$10,000",False,24812,17975,True,Personal Savings,Research,7,2,3,8,Government,"Germany,USA,New Zealand",3,4,4,6,7,2,8,5,7,6,7,5,Collaborative,Multiple-Source,1,2,9,9,3,New Zealand,Tier 3 (Top 200),33.3,7,8,42,224,253,2,10
504,Suzanne,Carter,christopher41@example.com,(818)569-8020x56329,2005-12-20,Female,Brazil,Brazil,Rachelborough,Korean,3.41,High School,Computer Science,Public,1480,1,False,"$10,000-$25,000",False,37496,10082,False,Employer Sponsorship,Energy,4,5,9,8,Academia,"Singapore,Germany,Switzerland",7,8,3,3,6,9,9,4,10,1,5,8,Decisive,Family-Guided,2,5,6,7,6,Switzerland,Tier 2 (Top 100),85.7,3,12,199,72,412,8,5
505,Gregory,Powers,faithpeterson@example.net,(939)560-3609,2006-04-22,Male,Bangladesh,Bangladesh,West William,Persian,3.81,High School,Chemistry,Public,1207,0,False,"$10,000-$25,000",False,47476,22268,False,Government Funding,Education,2,9,5,3,Finance,"USA,Switzerland",6,9,1,1,8,2,9,8,4,2,5,4,Intuitive,Technology-Assisted,2,2,5,6,3,Switzerland,Tier 1 (Top 50),50.0,9,8,146,241,204,2,1
506,Suzanne,Callahan,anthonycollier@example.com,001-778-573-9003x20623,2001-04-19,Male,Philippines,Philippines,New Susanchester,Spanish,3.48,Master's,Mathematics,Private,1419,6,True,">$100,000",True,39398,16627,True,Mixed Sources,Finance,4,1,9,3,Healthcare,"USA,Japan,Canada,Australia",1,3,9,7,3,6,6,1,6,3,3,5,Intuitive,Consultant-Dependent,5,3,1,9,6,Canada,Tier 2 (Top 100),66.7,1,8,19,82,352,2,5
507,Vincent,Willis,npatterson@example.org,001-850-238-5723,2002-12-29,Male,China,China,Jacksonberg,French,2.55,Master's,Data Science,Private,335,2,True,">$100,000",True,18092,20204,False,Educational Loan,Education,3,1,9,7,Finance,Singapore,10,1,2,2,5,4,5,9,5,4,4,10,Intuitive,Family-Guided,4,3,6,5,4,Singapore,Tier 3 (Top 200),80.0,7,7,39,139,192,4,10
508,Elizabeth,Colon,mullinsnathan@example.com,256-947-3326x52878,1999-09-14,Other,Iran,Iran,New Claytonstad,Russian,3.69,Diploma,Architecture,International,1498,8,True,"$10,000-$25,000",False,26394,9786,False,Government Funding,Energy,10,6,5,2,Finance,"Netherlands,Sweden",8,4,5,10,8,9,6,3,10,8,4,6,Optimistic,Consultant-Dependent,6,3,7,9,5,Sweden,Tier 2 (Top 100),55.6,6,14,95,318,97,5,8
509,Erik,Kennedy,fletcheradam@example.org,001-879-732-7812x83741,2004-03-07,Female,Ethiopia,Ethiopia,Blackburgh,Portuguese,3.11,Master's,Chemistry,International,303,4,False,"$50,000-$75,000",False,75542,20904,False,Employer Sponsorship,Education,6,4,7,4,Academia,"Australia,Switzerland,New Zealand",7,3,10,9,1,6,4,3,5,4,7,8,Collaborative,Self-Directed,2,6,8,4,1,Australia,Tier 3 (Top 200),25.0,5,11,127,360,458,4,9
510,Timothy,Williams,murphymadison@example.net,641-877-5292,2005-08-02,Female,Turkey,Turkey,Odomfort,English,3.6,Diploma,Environmental Science,International,1489,2,False,">$100,000",True,55364,10528,False,Employer Sponsorship,Education,2,6,4,2,Healthcare,"Singapore,Switzerland",2,2,7,9,2,4,8,2,1,4,1,8,Decisive,Minimal Research,3,7,1,10,2,Switzerland,Tier 4 (Below 200),20.0,9,13,11,78,310,9,10
511,Melissa,Tran,schultzchristine@example.net,419-750-3327,2001-02-14,Female,Sri Lanka,Sri Lanka,New Melissa,Dutch,3.39,Diploma,Law,Private,1595,7,True,"$10,000-$25,000",False,57103,17108,False,Personal Savings,Legal,3,10,9,4,Healthcare,"Netherlands,Germany",6,7,4,4,6,10,2,8,3,10,10,5,Analytical,Family-Guided,7,10,5,11,1,Germany,Tier 4 (Below 200),9.1,2,11,38,122,687,7,7
512,Jaime,Simpson,oadams@example.com,9769265774,1998-03-06,Male,Pakistan,Pakistan,Benjaminview,Hindi,2.55,Master's,International Relations,Private,286,8,True,"$75,000-$100,000",True,22444,21151,True,Government Funding,Media,4,10,1,5,Academia,"Japan,New Zealand,USA",2,4,4,4,10,5,5,4,8,7,8,4,Flexible,Consultant-Dependent,5,1,10,11,4,USA,Tier 2 (Top 100),36.4,1,2,196,61,102,7,8
513,Erica,Davis,wlee@example.org,8399158343,1997-06-20,Other,Nigeria,Nigeria,Timothytown,Spanish,3.66,Master's,Engineering,Public,1359,8,False,"$10,000-$25,000",False,70916,21664,True,Family Savings,Real Estate,2,7,6,8,Technology,Japan,2,10,10,1,2,4,5,3,2,4,5,9,Cautious,Self-Directed,9,5,3,3,1,Japan,Tier 4 (Below 200),33.3,10,6,60,68,465,1,8
514,Jimmy,Robinson,jacobmitchell@example.org,6605773181,2005-10-29,Female,Sri Lanka,Sri Lanka,Danielhaven,French,3.82,High School,Computer Science,International,286,1,False,"$10,000-$25,000",False,74389,23202,True,Mixed Sources,Manufacturing,1,3,10,5,Healthcare,Germany,2,2,3,9,4,8,5,6,3,8,2,10,Decisive,Multiple-Source,8,9,6,10,6,Germany,Tier 1 (Top 50),60.0,8,5,119,126,649,2,4
515,Jessica,Short,james36@example.net,398-794-2463x357,2004-10-25,Other,Pakistan,Pakistan,East Jessicaville,Dutch,3.02,Master's,Business Administration,Private,284,8,True,"$25,000-$50,000",True,36724,9684,True,Family Savings,Education,10,7,6,2,Academia,"Netherlands,UK",7,9,5,6,6,6,3,6,3,8,5,2,Analytical,Peer-Influenced,6,5,8,4,3,UK,Tier 4 (Below 200),75.0,7,10,148,335,658,5,9
516,Brian,Barnes,jorgewalter@example.com,+1-307-523-0614,2000-06-23,Female,Vietnam,Vietnam,South Derekburgh,Vietnamese,3.91,High School,International Relations,Private,293,1,True,"$75,000-$100,000",False,73098,12772,True,Personal Savings,Legal,3,8,7,7,Academia,Sweden,3,7,7,3,10,6,7,6,1,5,7,1,Pragmatic,Extensive Research,1,2,5,7,1,Sweden,Tier 3 (Top 200),14.3,1,14,66,32,417,9,7
517,Samuel,Dennis,lisa01@example.org,(289)744-3365x1398,1997-04-25,Male,Kenya,Kenya,Deborahmouth,Japanese,3.98,Diploma,Economics,Public,286,0,False,"$75,000-$100,000",True,15505,23457,False,Employer Sponsorship,Education,3,4,2,4,Finance,UK,6,3,3,4,2,3,9,3,3,3,9,3,Flexible,Extensive Research,9,5,8,8,2,UK,Tier 1 (Top 50),25.0,1,9,59,213,650,10,10
518,Amy,Stevens,gregory53@example.com,948-550-2102,2005-07-22,Other,Ethiopia,Ethiopia,Loriview,Spanish,3.02,High School,Biotechnology,International,1596,4,False,"$25,000-$50,000",False,75794,12771,False,Employer Sponsorship,Finance,9,10,7,8,Finance,"USA,Netherlands",5,2,6,8,3,9,1,10,8,9,4,1,Collaborative,Extensive Research,2,1,5,4,4,Netherlands,Tier 2 (Top 100),100.0,9,5,192,198,278,5,2
519,John,Watson,jamesvasquez@example.com,(942)459-5683x1180,2006-11-24,Other,Nepal,Nepal,East Timothy,English,2.63,Master's,Computer Science,Private,315,9,False,"$50,000-$75,000",True,64545,19283,True,Personal Savings,Government,9,1,5,6,Healthcare,"Sweden,Switzerland",10,2,3,2,9,4,10,8,5,4,7,10,Analytical,Technology-Assisted,6,9,6,8,7,Switzerland,Tier 2 (Top 100),87.5,10,13,105,333,615,5,1
520,Sharon,Rasmussen,vtaylor@example.net,(791)636-9027x491,1998-07-21,Other,Iran,Iran,Port Josephshire,French,2.52,Diploma,Psychology,Private,1224,7,True,"$50,000-$75,000",False,30767,15652,False,Mixed Sources,Government,5,6,1,9,Finance,"USA,UK,Netherlands,France",3,8,7,2,3,4,7,9,2,5,10,9,Analytical,Peer-Influenced,6,4,1,11,4,France,Tier 3 (Top 200),36.4,5,4,132,234,660,10,3
521,Brittany,Phelps,iunderwood@example.org,455-783-3134,2004-10-14,Male,Kenya,Kenya,Jacksonmouth,French,2.76,Bachelor's,Physics,Private,280,2,True,"<$10,000",False,61493,12129,True,Scholarship,Research,2,6,9,3,Academia,"Australia,Netherlands,New Zealand",2,6,9,6,7,6,8,5,10,1,7,3,Pragmatic,Multiple-Source,1,3,5,5,2,New Zealand,Tier 3 (Top 200),40.0,10,8,25,152,248,4,3
522,Tina,Morton,cassidy47@example.com,9029010928,2007-06-29,Male,Kenya,Kenya,East Kenneth,Russian,2.53,Diploma,Law,International,318,2,True,"$10,000-$25,000",True,44007,13175,False,Employer Sponsorship,Healthcare,8,5,6,1,Healthcare,"New Zealand,Canada",3,1,5,2,3,7,8,9,3,2,6,4,Collaborative,Multiple-Source,7,10,4,10,0,,,0.0,1,7,66,94,393,1,4
523,Timothy,Johnson,jbean@example.net,909.439.2897x57038,2001-03-17,Male,Pakistan,Pakistan,East Julian,English,3.51,Master's,Mathematics,Private,1495,5,True,"$10,000-$25,000",False,55566,15395,True,Personal Savings,Government,10,8,4,2,Government,New Zealand,1,1,1,1,8,3,10,6,7,2,7,3,Collaborative,Technology-Assisted,7,5,8,4,4,New Zealand,Tier 2 (Top 100),100.0,4,12,104,211,644,5,1
524,Wendy,Wright,martinsean@example.org,001-986-398-7513x770,1999-02-21,Female,Nigeria,Nigeria,Christopherchester,Dutch,2.93,High School,Mathematics,Public,308,2,True,"$50,000-$75,000",True,66273,11875,True,Family Savings,Entrepreneurship,5,6,2,7,Government,"Singapore,New Zealand",2,2,8,8,9,7,7,7,6,1,6,3,Pragmatic,Multiple-Source,2,3,1,12,2,Singapore,Tier 4 (Below 200),16.7,2,9,32,361,358,8,9
525,Rebecca,Patterson,daniellamb@example.com,001-659-337-8851x0344,1999-09-13,Other,India,India,Lake Kaitlintown,Swahili,3.08,Diploma,Biotechnology,International,320,2,True,"$25,000-$50,000",True,23879,12953,True,Educational Loan,Engineering,8,2,3,5,Government,"New Zealand,Canada,UK",3,7,9,5,6,9,6,7,4,8,2,2,Flexible,Peer-Influenced,10,5,4,3,0,,,0.0,5,1,72,262,374,4,10
526,Gregory,Garrison,alexandermanuel@example.net,+1-203-943-7322x252,1996-10-18,Other,Thailand,Thailand,East Deborahborough,Korean,3.78,Master's,Marketing,Public,293,3,False,"$75,000-$100,000",False,21768,24085,False,Personal Savings,Manufacturing,9,4,7,6,Government,"Netherlands,France,New Zealand,UK",6,4,9,3,10,1,2,2,5,1,7,6,Collaborative,Multiple-Source,7,5,3,9,7,France,Tier 3 (Top 200),77.8,6,14,66,218,95,3,8
527,Robert,Clark,zhernandez@example.org,(688)394-2489x10798,2001-05-02,Female,Kenya,Kenya,Lake Olivia,Persian,3.29,Diploma,Data Science,International,317,3,False,"$10,000-$25,000",False,68355,17436,False,Mixed Sources,Energy,6,2,3,2,Healthcare,Germany,7,3,6,1,10,7,10,3,10,7,6,7,Cautious,Consultant-Dependent,3,1,7,5,3,Germany,Tier 1 (Top 50),60.0,10,15,116,282,213,10,4
528,Allison,Moyer,carrmichael@example.net,320.812.5889,2002-12-13,Male,Iran,Iran,East Walterfort,Hindi,3.8,Bachelor's,Data Science,International,337,6,False,"$10,000-$25,000",True,34182,24168,False,Mixed Sources,Government,9,1,8,1,Government,"France,Sweden,New Zealand",8,3,6,2,4,9,5,1,8,1,4,4,Collaborative,Consultant-Dependent,5,8,9,5,1,New Zealand,Tier 3 (Top 200),20.0,6,4,123,360,189,1,10
529,Cynthia,Griffin,marc90@example.net,697-279-1059x61853,1997-06-22,Female,Ethiopia,Ethiopia,Danafort,German,3.51,Diploma,Biotechnology,International,330,10,False,"<$10,000",True,19414,12532,False,Government Funding,Real Estate,3,1,10,3,Technology,Japan,9,5,9,5,9,3,7,5,9,4,4,4,Optimistic,Minimal Research,10,7,1,11,2,Japan,Tier 4 (Below 200),18.2,1,12,148,339,445,8,2
530,Jason,Smith,howellandrew@example.org,+1-573-870-9963x567,2001-07-12,Female,Kenya,Kenya,West Hannahtown,Korean,3.35,Master's,Economics,Private,287,6,False,"$25,000-$50,000",False,65043,11066,True,Personal Savings,Real Estate,10,4,4,6,Healthcare,"USA,Singapore,Japan",2,2,6,5,9,7,2,8,6,9,1,9,Analytical,Family-Guided,9,9,10,3,2,Singapore,Tier 2 (Top 100),66.7,2,5,173,64,92,5,1
531,Jennifer,Nelson,thomassteven@example.com,344-826-6368,1997-03-07,Other,Pakistan,Pakistan,South Mark,Spanish,2.91,High School,Finance,Private,310,8,False,"$25,000-$50,000",False,48140,9636,False,Mixed Sources,Engineering,1,10,9,7,Technology,UK,7,9,6,7,2,5,8,2,8,8,9,5,Analytical,Consultant-Dependent,10,1,3,10,1,UK,Tier 4 (Below 200),10.0,2,7,165,299,602,4,8
532,Christopher,Taylor,gwendolynjohnson@example.net,367-856-3492x13519,1997-09-14,Other,Indonesia,Indonesia,Aprilchester,Italian,3.74,Master's,Biotechnology,Private,302,10,True,"$10,000-$25,000",False,19303,23613,True,Government Funding,Legal,1,6,8,6,Academia,France,9,4,6,4,1,5,6,9,2,10,6,7,Cautious,Minimal Research,3,9,6,6,2,France,Tier 3 (Top 200),33.3,3,4,73,326,701,10,9
533,Francisco,Davis,victorreyes@example.com,001-784-474-9825,1996-09-21,Male,Mexico,Mexico,East Jason,Swahili,3.31,Diploma,Pharmacy,Private,1417,2,True,"$50,000-$75,000",True,15281,14632,False,Mixed Sources,Technology,3,9,4,9,Healthcare,"Australia,Canada,Sweden",3,8,7,7,8,10,9,4,5,6,2,6,Analytical,Peer-Influenced,6,3,9,8,4,Australia,Tier 1 (Top 50),50.0,9,7,37,152,34,9,8
534,Joseph,Baker,peterjordan@example.com,+1-271-732-9295x1840,2000-03-04,Female,South Korea,South Korea,Carterfurt,Korean,3.88,Bachelor's,Nursing,International,287,9,False,"$25,000-$50,000",True,35908,12203,False,Mixed Sources,Energy,8,9,7,7,Government,"Australia,USA,New Zealand,Singapore",1,8,2,3,7,2,1,3,5,3,4,5,Flexible,Minimal Research,4,1,6,10,7,Singapore,Tier 1 (Top 50),70.0,7,8,34,346,467,2,10
535,John,Nelson,fsimpson@example.com,825-299-6586x12113,2007-02-18,Female,Ghana,Ghana,Avilaburgh,Thai,3.41,Master's,Biotechnology,International,313,9,True,"$25,000-$50,000",False,16053,8572,True,Scholarship,Entrepreneurship,6,3,1,2,Technology,"Germany,Canada",7,6,4,8,2,10,4,3,3,2,10,2,Flexible,Family-Guided,10,1,8,3,2,Germany,Tier 1 (Top 50),66.7,6,12,82,274,717,4,7
536,Carlos,Perry,barbara17@example.net,+1-574-350-5421x70071,2004-09-08,Female,Iran,Iran,Cummingsport,Portuguese,2.51,Diploma,International Relations,Public,288,7,True,"$75,000-$100,000",True,58871,16573,False,Government Funding,Legal,8,6,6,3,Academia,"Switzerland,Australia,Singapore,France",5,9,9,4,3,6,8,2,10,3,2,5,Optimistic,Minimal Research,10,2,5,9,3,Australia,Tier 2 (Top 100),33.3,1,15,191,288,453,7,5
537,Phyllis,Stevens,richardkelli@example.org,(874)479-1272x1917,2000-12-29,Female,Philippines,Philippines,Lake Barbarabury,Italian,3.0,Master's,Marketing,International,317,3,True,">$100,000",True,34011,8085,True,Family Savings,Technology,1,3,1,1,Academia,Switzerland,7,1,2,5,1,7,1,6,2,10,1,9,Cautious,Self-Directed,4,3,8,4,3,Switzerland,Tier 4 (Below 200),75.0,4,11,61,59,690,4,4
538,John,Banks,johnsonomar@example.org,363.484.7417,1998-06-28,Other,Egypt,Egypt,Brownstad,Swahili,2.85,Bachelor's,Computer Science,Private,313,7,False,"$25,000-$50,000",True,26369,15557,False,Mixed Sources,Consulting,5,2,1,6,Healthcare,"Switzerland,New Zealand,Canada",10,1,10,4,2,1,5,4,8,7,7,2,Decisive,Multiple-Source,7,3,9,3,0,,,0.0,3,3,45,355,469,9,2
539,Heidi,Arnold,emilysnow@example.org,+1-696-743-5061x4527,2006-08-20,Male,Vietnam,Vietnam,West Hectorbury,Turkish,3.52,Master's,Computer Science,International,323,8,False,"$75,000-$100,000",False,47584,14645,True,Family Savings,Entrepreneurship,8,10,7,3,Government,"Canada,UK,Switzerland",10,2,5,3,7,7,10,4,8,7,6,1,Intuitive,Multiple-Source,8,7,8,4,4,Canada,Tier 4 (Below 200),100.0,4,8,132,233,158,9,9
540,Michelle,Moore,katherinepeterson@example.net,(411)842-0545x17590,1997-08-21,Male,Nepal,Nepal,New Brett,Urdu,2.78,Bachelor's,Environmental Science,Public,308,8,False,">$100,000",True,44330,21011,True,Scholarship,Healthcare,7,6,1,2,Finance,"Canada,Switzerland",10,9,10,1,2,8,5,10,10,4,6,10,Intuitive,Peer-Influenced,6,6,10,10,7,Switzerland,Tier 3 (Top 200),70.0,1,8,48,252,360,10,8
541,Brooke,Mills,brenda22@example.org,378.901.1133x07564,2005-10-03,Female,Turkey,Turkey,Anthonyview,English,2.99,Bachelor's,Economics,Public,292,1,True,"$75,000-$100,000",False,71846,20991,False,Personal Savings,Consulting,2,9,1,2,Academia,"UK,Singapore,Japan,Germany",9,7,1,1,7,6,1,1,10,3,5,5,Collaborative,Minimal Research,9,8,6,10,0,,,0.0,2,11,69,358,47,3,10
542,Reginald,Schwartz,clarkjennifer@example.com,334-820-5910x6743,2007-03-01,Other,Indonesia,Indonesia,Port Mallory,Japanese,2.91,Diploma,Electrical Engineering,Private,281,6,False,"$25,000-$50,000",True,26872,13310,False,Personal Savings,Engineering,4,7,8,5,Technology,"UK,Singapore",9,1,7,3,7,1,1,8,4,1,3,5,Collaborative,Multiple-Source,7,3,5,12,7,Singapore,Tier 4 (Below 200),58.3,2,6,71,270,680,5,1
543,Marc,Ellis,jesus64@example.org,(871)281-9833,2000-05-03,Other,Sri Lanka,Sri Lanka,Colintown,Dutch,3.04,High School,Mathematics,Private,340,3,True,"$25,000-$50,000",False,62484,10149,False,Mixed Sources,Research,7,7,10,9,Healthcare,"France,Switzerland,Australia,Germany",9,4,5,9,5,4,6,9,7,3,7,8,Decisive,Multiple-Source,7,5,9,8,3,Germany,Tier 1 (Top 50),37.5,9,3,17,265,514,6,9
